,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,GroupSize,CabinOrientation,Total_spent
1086,Earth,1,TRAPPIST-1e,18.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Babor,0.0
1087,Europa,1,TRAPPIST-1e,25.0,0,0.0,0.0,0.0,0.0,0.0,1,3,Babor,0.0
1088,Europa,1,TRAPPIST-1e,32.0,0,0.0,0.0,0.0,0.0,0.0,1,3,Babor,0.0
1089,Europa,1,55 Cancri e,26.0,0,0.0,0.0,0.0,0.0,0.0,1,3,Babor,0.0
1090,Earth,0,TRAPPIST-1e,26.0,0,131.0,799.0,0.0,0.0,16.0,0,2,Babor,946.0
1091,Earth,1,TRAPPIST-1e,18.0,0,0.0,0.0,0.0,0.0,0.0,1,2,Babor,0.0
1092,Europa,0,TRAPPIST-1e,27.0,0,0.0,2987.0,2.0,3072.0,67.0,0,2,Estribor,6128.0
1093,Europa,1,TRAPPIST-1e,26.0,0,0.0,0.0,0.0,0.0,0.0,1,2,Estribor,0.0
1094,Europa,0,55 Cancri e,28.0,0,0.0,11330.0,72.0,43.0,461.0,1,2,Estribor,11906.0
1095,Europa,0,55 Cancri e,19.0,0,0.0,1291.0,0.0,16139.0,687.0,0,2,Estribor,18117.0
1096,Europa,0,TRAPPIST-1e,31.0,0,0.0,1847.0,0.0,103.0,694.0,1,1,Estribor,2644.0
1097,Earth,0,55 Cancri e,35.0,0,0.0,1328.0,5.0,0.0,7.0,1,1,Babor,1340.0
1098,Europa,0,55 Cancri e,46.0,0,0.0,7201.0,0.0,32.0,2587.0,0,4,Babor,9820.0
1099,Europa,0,TRAPPIST-1e,37.0,0,636.0,333.0,0.0,205.0,67.0,0,4,Babor,1241.0
1100,Europa,1,TRAPPIST-1e,29.0,0,0.0,0.0,0.0,0.0,0.0,1,4,Babor,0.0
1101,Europa,1,TRAPPIST-1e,17.0,0,0.0,0.0,0.0,0.0,0.0,1,4,Babor,0.0
1102,Europa,0,55 Cancri e,30.0,0,0.0,3564.0,926.0,1.0,1920.0,0,1,Babor,6411.0
1103,Mars,1,TRAPPIST-1e,28.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Babor,0.0
1104,Earth,0,TRAPPIST-1e,16.0,0,0.0,58.0,12.0,68.0,653.0,0,1,Babor,791.0
1105,Mars,0,TRAPPIST-1e,40.0,0,2357.0,0.0,9.0,0.0,0.0,0,1,Estribor,2366.0
1106,Earth,0,TRAPPIST-1e,23.0,0,0.0,0.0,279.0,0.0,512.0,0,1,Estribor,791.0
1107,Earth,0,PSO J318.5-22,24.0,0,96.0,592.0,12.0,0.0,0.0,1,1,Estribor,700.0
1108,Earth,1,TRAPPIST-1e,36.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Babor,0.0
1109,Mars,1,TRAPPIST-1e,34.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Estribor,0.0
1110,Europa,1,TRAPPIST-1e,59.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Babor,0.0
1111,Earth,0,TRAPPIST-1e,20.0,0,0.0,0.0,600.0,0.0,0.0,0,1,Estribor,600.0
1112,Europa,1,TRAPPIST-1e,15.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Estribor,0.0
1113,Earth,0,TRAPPIST-1e,19.0,0,0.0,0.0,957.0,4.0,0.0,0,1,Estribor,961.0
1114,Mars,1,55 Cancri e,64.0,0,0.0,0.0,0.0,0.0,0.0,1,3,Babor,0.0
1115,Mars,0,TRAPPIST-1e,24.0,0,2997.0,0.0,3.0,0.0,7.0,1,3,Babor,3007.0
1116,Mars,0,TRAPPIST-1e,23.0,0,60.0,1356.0,0.0,0.0,0.0,1,3,Babor,1416.0
1117,Mars,0,TRAPPIST-1e,30.0,0,0.0,0.0,0.0,679.0,0.0,0,1,Babor,679.0
1118,Earth,0,TRAPPIST-1e,0.0,0,0.0,0.0,0.0,0.0,0.0,1,5,Estribor,0.0
1119,Earth,0,TRAPPIST-1e,8.0,0,0.0,0.0,0.0,0.0,0.0,0,5,Estribor,0.0
1120,Earth,1,TRAPPIST-1e,1.0,0,0.0,0.0,0.0,0.0,0.0,0,5,Estribor,0.0
1121,Earth,0,TRAPPIST-1e,48.0,0,0.0,33.0,654.0,0.0,113.0,1,5,Estribor,800.0
1122,Earth,0,TRAPPIST-1e,12.0,0,0.0,0.0,0.0,0.0,0.0,0,5,Estribor,0.0
1123,Earth,0,TRAPPIST-1e,30.0,0,0.0,575.0,180.0,4.0,44.0,0,3,Estribor,803.0
1124,Earth,0,TRAPPIST-1e,10.0,0,0.0,0.0,0.0,0.0,0.0,0,3,Estribor,0.0
1125,Earth,0,TRAPPIST-1e,11.0,0,0.0,0.0,0.0,0.0,0.0,0,3,Estribor,0.0
1126,Europa,0,TRAPPIST-1e,58.0,0,204.0,4227.0,0.0,3026.0,61.0,0,1,Babor,7518.0
1127,Earth,0,TRAPPIST-1e,52.0,0,0.0,243.0,464.0,71.0,8.0,1,1,Babor,786.0
1128,Earth,0,TRAPPIST-1e,36.0,0,0.0,0.0,0.0,0.0,1583.0,0,1,Estribor,1583.0
1129,Earth,0,TRAPPIST-1e,32.0,0,600.0,670.0,0.0,187.0,0.0,0,1,Babor,1457.0
1130,Europa,1,TRAPPIST-1e,16.0,0,0.0,0.0,0.0,0.0,0.0,1,2,Estribor,0.0
1131,Europa,1,55 Cancri e,25.0,0,0.0,0.0,0.0,0.0,0.0,1,2,Estribor,0.0
1132,Earth,0,55 Cancri e,28.0,0,2.0,558.0,0.0,0.0,0.0,1,1,Babor,560.0
1133,Europa,0,55 Cancri e,32.0,1,0.0,122.0,3700.0,337.0,1388.0,0,1,Babor,5547.0
1134,Mars,0,TRAPPIST-1e,28.0,0,42.0,1116.0,0.0,0.0,0.0,1,1,Desconocido,1158.0
1135,Earth,0,TRAPPIST-1e,16.0,0,0.0,0.0,752.0,0.0,235.0,0,1,Babor,987.0
1136,Europa,0,55 Cancri e,50.0,1,0.0,5473.0,0.0,703.0,6381.0,0,1,Estribor,12557.0
1137,Earth,0,TRAPPIST-1e,20.0,0,71.0,8.0,513.0,354.0,0.0,0,1,Babor,946.0
1138,Earth,0,TRAPPIST-1e,23.0,0,0.0,0.0,6.0,30.0,200.0,0,1,Babor,236.0
1139,Earth,1,TRAPPIST-1e,45.0,0,0.0,0.0,0.0,0.0,0.0,1,2,Babor,0.0
1140,Earth,0,TRAPPIST-1e,23.0,0,393.0,510.0,0.0,0.0,5.0,0,2,Babor,908.0
1141,Earth,1,PSO J318.5-22,53.0,0,0.0,0.0,0.0,0.0,0.0,0,7,Estribor,0.0
1142,Earth,1,TRAPPIST-1e,8.0,0,0.0,0.0,0.0,0.0,0.0,0,7,Estribor,0.0
1143,Earth,1,TRAPPIST-1e,6.0,0,0.0,0.0,0.0,0.0,0.0,1,7,Estribor,0.0
1144,Earth,1,TRAPPIST-1e,3.0,0,0.0,0.0,0.0,0.0,0.0,0,7,Estribor,0.0
1145,Earth,0,55 Cancri e,13.0,0,1.0,212.0,843.0,78.0,10.0,1,7,Estribor,1144.0
1146,Earth,1,TRAPPIST-1e,60.0,0,0.0,0.0,0.0,0.0,0.0,0,7,Estribor,0.0
1147,Earth,0,55 Cancri e,1.0,0,0.0,0.0,0.0,0.0,0.0,1,7,Estribor,0.0
1148,Earth,0,TRAPPIST-1e,40.0,0,0.0,1.0,195.0,560.0,0.0,0,1,Babor,756.0
1149,Earth,0,TRAPPIST-1e,51.0,0,0.0,0.0,800.0,0.0,4.0,1,1,Babor,804.0
1150,Earth,1,55 Cancri e,31.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Babor,0.0
1151,Earth,1,TRAPPIST-1e,28.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Estribor,0.0
1152,Earth,0,TRAPPIST-1e,20.0,0,65.0,905.0,0.0,0.0,0.0,1,1,Babor,970.0
1153,Earth,0,TRAPPIST-1e,14.0,0,0.0,0.0,0.0,2143.0,7.0,0,1,Babor,2150.0
1154,Europa,0,TRAPPIST-1e,23.0,0,0.0,592.0,0.0,345.0,810.0,0,1,Babor,1747.0
1155,Earth,0,TRAPPIST-1e,4.0,0,0.0,0.0,0.0,0.0,0.0,0,2,Estribor,0.0
1156,Earth,0,TRAPPIST-1e,20.0,0,0.0,0.0,0.0,1608.0,1.0,0,2,Estribor,1609.0
1157,Earth,0,TRAPPIST-1e,75.0,0,0.0,493.0,0.0,131.0,132.0,0,1,Babor,756.0
1158,Europa,1,55 Cancri e,24.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Estribor,0.0
1159,Earth,0,TRAPPIST-1e,18.0,0,2.0,1311.0,60.0,28.0,1.0,1,1,Babor,1402.0
1160,Mars,1,TRAPPIST-1e,21.0,0,0.0,0.0,0.0,0.0,0.0,1,2,Desconocido,0.0
1161,Mars,0,TRAPPIST-1e,59.0,0,142.0,0.0,907.0,0.0,0.0,1,2,Estribor,1049.0
1162,Earth,0,TRAPPIST-1e,27.0,0,0.0,0.0,863.0,33.0,2.0,1,1,Babor,898.0
1163,Earth,0,TRAPPIST-1e,38.0,0,354.0,34.0,0.0,291.0,229.0,0,1,Estribor,908.0
1164,Mars,1,TRAPPIST-1e,41.0,0,0.0,0.0,0.0,0.0,0.0,0,1,Babor,0.0
1165,Europa,1,TRAPPIST-1e,36.0,0,0.0,0.0,0.0,0.0,0.0,1,2,Estribor,0.0
1166,Europa,0,55 Cancri e,29.0,0,0.0,42.0,0.0,4651.0,661.0,0,2,Estribor,5354.0
1167,Earth,1,PSO J318.5-22,22.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Babor,0.0
1168,Earth,0,PSO J318.5-22,23.0,0,0.0,0.0,1250.0,0.0,0.0,1,1,Estribor,1250.0
1169,Earth,0,TRAPPIST-1e,32.0,0,27.0,393.0,1061.0,27.0,0.0,1,1,Estribor,1508.0
1170,Earth,0,55 Cancri e,21.0,0,614.0,43.0,0.0,1.0,0.0,0,1,Babor,658.0
1171,Europa,0,TRAPPIST-1e,26.0,0,0.0,1026.0,3301.0,831.0,356.0,1,2,Estribor,5514.0
1172,Europa,1,TRAPPIST-1e,61.0,0,0.0,0.0,0.0,0.0,0.0,1,2,Estribor,0.0
1173,Earth,0,PSO J318.5-22,30.0,0,585.0,13.0,122.0,40.0,105.0,1,1,Babor,865.0
1174,Earth,0,TRAPPIST-1e,40.0,0,889.0,185.0,0.0,0.0,28.0,1,1,Estribor,1102.0
1175,Europa,0,55 Cancri e,37.0,0,0.0,4677.0,0.0,115.0,223.0,1,1,Babor,5015.0
1176,Europa,0,TRAPPIST-1e,41.0,0,0.0,4224.0,0.0,1374.0,1281.0,0,2,Babor,6879.0
1177,Europa,0,TRAPPIST-1e,32.0,0,8168.0,69.0,11.0,371.0,0.0,0,2,Babor,8619.0
1178,Earth,0,TRAPPIST-1e,30.0,0,0.0,192.0,0.0,565.0,0.0,0,1,Babor,757.0
1179,Earth,0,PSO J318.5-22,27.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Estribor,0.0
1180,Earth,0,TRAPPIST-1e,22.0,0,0.0,17.0,0.0,61.0,567.0,0,1,Estribor,645.0
1181,Mars,0,TRAPPIST-1e,54.0,0,704.0,0.0,431.0,0.0,47.0,0,2,Estribor,1182.0
1182,Mars,0,TRAPPIST-1e,27.0,0,4.0,0.0,896.0,229.0,0.0,0,2,Estribor,1129.0
1183,Mars,1,TRAPPIST-1e,52.0,0,0.0,0.0,0.0,0.0,0.0,1,2,Estribor,0.0
1184,Mars,1,TRAPPIST-1e,15.0,0,0.0,0.0,0.0,0.0,0.0,1,2,Estribor,0.0
1185,Mars,0,TRAPPIST-1e,27.0,0,1277.0,0.0,1.0,10.0,9.0,0,1,Estribor,1297.0
1186,Europa,0,55 Cancri e,30.0,0,0.0,3628.0,289.0,1737.0,4987.0,0,1,Babor,10641.0
1187,Earth,0,TRAPPIST-1e,19.0,0,0.0,0.0,619.0,0.0,142.0,0,1,Estribor,761.0
1188,Earth,1,PSO J318.5-22,22.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Babor,0.0
1189,Europa,0,55 Cancri e,43.0,0,1365.0,3106.0,0.0,50.0,2313.0,0,1,Babor,6834.0
1190,Mars,0,TRAPPIST-1e,25.0,0,1084.0,1.0,66.0,0.0,5.0,0,1,Estribor,1156.0
1191,Earth,0,TRAPPIST-1e,51.0,0,0.0,1.0,0.0,51.0,945.0,0,1,Babor,997.0
1192,Earth,1,PSO J318.5-22,34.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Estribor,0.0
1193,Mars,0,TRAPPIST-1e,21.0,0,2066.0,0.0,15.0,0.0,1.0,0,1,Babor,2082.0
1194,Earth,1,PSO J318.5-22,21.0,0,0.0,0.0,0.0,0.0,0.0,0,1,Babor,0.0
1195,Earth,0,TRAPPIST-1e,23.0,0,0.0,0.0,0.0,759.0,0.0,0,1,Estribor,759.0
1196,Earth,0,55 Cancri e,38.0,0,0.0,0.0,591.0,40.0,173.0,0,1,Babor,804.0
1197,Earth,1,TRAPPIST-1e,30.0,0,0.0,0.0,0.0,0.0,0.0,0,1,Babor,0.0
1198,Europa,1,55 Cancri e,31.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Babor,0.0
1199,Earth,0,PSO J318.5-22,44.0,0,0.0,178.0,482.0,0.0,0.0,1,1,Babor,660.0
1200,Earth,1,TRAPPIST-1e,14.0,0,0.0,0.0,0.0,0.0,0.0,0,1,Estribor,0.0
1201,Earth,1,PSO J318.5-22,18.0,0,0.0,0.0,0.0,0.0,0.0,0,1,Babor,0.0
1202,Earth,0,TRAPPIST-1e,19.0,0,6.0,0.0,1.0,714.0,0.0,0,1,Estribor,721.0
1203,Mars,1,Destino desconocido,28.82793046746535,0,0.0,0.0,0.0,0.0,0.0,1,1,Estribor,0.0
1204,Earth,0,55 Cancri e,36.0,0,286.0,415.0,16.0,0.0,0.0,0,1,Babor,717.0
1205,Mars,1,TRAPPIST-1e,10.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Estribor,0.0
1206,Mars,1,TRAPPIST-1e,1.0,0,0.0,0.0,0.0,0.0,0.0,1,3,Babor,0.0
1207,Mars,1,55 Cancri e,4.0,0,0.0,0.0,0.0,0.0,0.0,1,3,Babor,0.0
1208,Mars,0,TRAPPIST-1e,21.0,0,733.0,0.0,1084.0,1.0,43.0,0,3,Babor,1861.0
1209,Earth,0,TRAPPIST-1e,24.0,0,621.0,0.0,0.0,0.0,0.0,0,1,Babor,621.0
1210,Earth,0,TRAPPIST-1e,8.0,0,0.0,0.0,0.0,0.0,0.0,0,2,Estribor,0.0
1211,Earth,0,TRAPPIST-1e,18.0,0,789.0,0.0,2.0,0.0,19.0,0,2,Estribor,810.0
1212,Mars,0,TRAPPIST-1e,33.0,0,1758.0,59.0,4.0,0.0,0.0,0,1,Babor,1821.0
1213,Europa,0,55 Cancri e,31.0,1,0.0,27723.0,3.0,202.0,3146.0,1,2,Estribor,31074.0
1214,Europa,0,TRAPPIST-1e,43.0,0,105.0,368.0,268.0,842.0,13.0,1,2,Estribor,1596.0
1215,Earth,0,TRAPPIST-1e,20.0,0,213.0,0.0,0.0,0.0,584.0,0,1,Babor,797.0
1216,Europa,1,TRAPPIST-1e,28.0,0,0.0,0.0,0.0,0.0,0.0,1,3,Estribor,0.0
1217,Europa,1,PSO J318.5-22,30.0,0,0.0,0.0,0.0,0.0,0.0,1,3,Estribor,0.0
1218,Europa,0,TRAPPIST-1e,28.0,1,0.0,0.0,0.0,0.0,0.0,0,3,Estribor,0.0
1219,Earth,0,TRAPPIST-1e,19.0,0,68.0,0.0,0.0,719.0,0.0,0,1,Desconocido,787.0
1220,Earth,0,TRAPPIST-1e,22.0,0,0.0,0.0,675.0,5.0,0.0,1,1,Estribor,680.0
1221,Earth,0,55 Cancri e,27.0,0,1.0,299.0,1.0,380.0,13.0,0,1,Estribor,694.0
1222,Mars,0,55 Cancri e,22.0,0,218.0,50.0,4817.0,146.0,256.0,1,1,Estribor,5487.0
1223,Earth,1,55 Cancri e,2.0,0,0.0,0.0,0.0,0.0,0.0,1,6,Babor,0.0
1224,Earth,0,TRAPPIST-1e,4.0,0,0.0,0.0,0.0,0.0,0.0,0,6,Babor,0.0
1225,Earth,0,TRAPPIST-1e,10.0,0,0.0,0.0,0.0,0.0,0.0,0,6,Babor,0.0
1226,Earth,0,TRAPPIST-1e,9.0,0,0.0,0.0,0.0,0.0,0.0,1,6,Babor,0.0
1227,Earth,1,TRAPPIST-1e,37.0,0,0.0,0.0,0.0,0.0,0.0,0,6,Babor,0.0
1228,Earth,0,PSO J318.5-22,2.0,0,0.0,0.0,0.0,0.0,0.0,1,6,Babor,0.0
1229,Europa,0,TRAPPIST-1e,44.0,0,0.0,3863.0,1.0,1010.0,514.0,1,2,Estribor,5388.0
1230,Europa,0,55 Cancri e,11.0,0,0.0,0.0,0.0,0.0,0.0,1,2,Estribor,0.0
1231,Earth,1,TRAPPIST-1e,22.0,0,0.0,0.0,0.0,0.0,0.0,0,1,Babor,0.0
1232,Europa,1,55 Cancri e,40.0,0,0.0,0.0,0.0,0.0,0.0,1,4,Desconocido,0.0
1233,Europa,0,55 Cancri e,30.0,0,278.0,3300.0,0.0,8145.0,2519.0,0,4,Estribor,14242.0
1234,Europa,0,55 Cancri e,37.0,0,0.0,439.0,0.0,3198.0,6.0,0,4,Estribor,3643.0
1235,Europa,1,55 Cancri e,26.0,0,0.0,0.0,0.0,0.0,0.0,1,4,Estribor,0.0
1236,Earth,0,TRAPPIST-1e,19.0,0,0.0,4.0,109.0,0.0,671.0,1,1,Babor,784.0
1237,Europa,0,TRAPPIST-1e,57.0,0,0.0,987.0,1.0,4948.0,53.0,0,1,Estribor,5989.0
1238,Mars,0,Destino desconocido,1.0,0,0.0,0.0,0.0,0.0,0.0,1,3,Babor,0.0
1239,Mars,0,TRAPPIST-1e,17.0,0,948.0,47.0,292.0,0.0,0.0,0,3,Babor,1287.0
1240,Mars,0,TRAPPIST-1e,26.0,0,1946.0,4.0,4.0,0.0,623.0,0,3,Babor,2577.0
1241,Earth,1,55 Cancri e,21.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Babor,0.0
1242,Europa,1,TRAPPIST-1e,28.0,0,0.0,0.0,0.0,0.0,0.0,1,2,Estribor,0.0
1243,Europa,0,55 Cancri e,36.0,0,0.0,847.0,0.0,4664.0,89.0,0,2,Estribor,5600.0
1244,Mars,0,TRAPPIST-1e,25.0,0,2508.0,0.0,23.0,0.0,67.0,0,1,Babor,2598.0
1245,Earth,1,TRAPPIST-1e,40.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Babor,0.0
1246,Earth,1,55 Cancri e,23.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Babor,0.0
1247,Earth,1,55 Cancri e,2.0,0,0.0,0.0,0.0,0.0,0.0,0,3,Estribor,0.0
1248,Earth,0,55 Cancri e,10.0,0,0.0,0.0,0.0,0.0,0.0,0,3,Estribor,0.0
1249,Earth,1,TRAPPIST-1e,43.0,0,0.0,0.0,0.0,0.0,0.0,1,3,Estribor,0.0
1250,Earth,1,TRAPPIST-1e,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,Estribor,0.0
1251,Earth,0,TRAPPIST-1e,24.0,0,70.0,160.0,340.0,0.0,336.0,0,3,Estribor,906.0
1252,Earth,1,TRAPPIST-1e,42.0,0,0.0,0.0,0.0,0.0,0.0,1,3,Estribor,0.0
1253,Mars,0,TRAPPIST-1e,30.0,0,1450.0,0.0,0.0,0.0,1147.0,0,2,Estribor,2597.0
1254,Mars,0,TRAPPIST-1e,19.0,0,1507.0,0.0,260.0,0.0,0.0,0,2,Estribor,1767.0
1255,Earth,1,TRAPPIST-1e,26.0,0,0.0,0.0,0.0,0.0,0.0,0,1,Babor,0.0
1256,Mars,0,TRAPPIST-1e,47.0,0,405.0,0.0,193.0,458.0,0.0,0,2,Estribor,1056.0
1257,Mars,0,TRAPPIST-1e,28.0,0,120.0,8.0,1128.0,1.0,7.0,1,2,Estribor,1264.0
1258,Earth,1,PSO J318.5-22,24.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Estribor,0.0
1259,Earth,0,TRAPPIST-1e,29.0,0,28.0,0.0,561.0,203.0,0.0,0,1,Estribor,792.0
1260,Earth,0,PSO J318.5-22,32.0,0,0.0,486.0,0.0,229.0,26.0,0,1,Babor,741.0
1261,Earth,1,TRAPPIST-1e,44.0,0,0.0,0.0,0.0,0.0,0.0,0,1,Babor,0.0
1262,Earth,1,TRAPPIST-1e,17.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Estribor,0.0
1263,Earth,0,55 Cancri e,35.0,0,775.0,14.0,0.0,610.0,4.0,0,1,Estribor,1403.0
1264,Earth,1,TRAPPIST-1e,23.0,0,0.0,0.0,0.0,0.0,0.0,0,1,Estribor,0.0
1265,Earth,0,TRAPPIST-1e,34.0,0,0.0,118.0,5.0,0.0,761.0,0,1,Babor,884.0
1266,Earth,0,TRAPPIST-1e,25.0,0,1174.0,0.0,18.0,721.0,0.0,0,1,Estribor,1913.0
1267,Origen desconocido,0,TRAPPIST-1e,67.0,0,0.0,761.0,0.0,1.0,0.0,1,1,Babor,762.0
1268,Europa,0,TRAPPIST-1e,22.0,0,0.0,1531.0,0.0,369.0,2969.0,0,2,Estribor,4869.0
1269,Europa,1,TRAPPIST-1e,28.82793046746535,0,0.0,0.0,0.0,0.0,0.0,1,2,Estribor,0.0
1270,Earth,1,55 Cancri e,27.0,0,0.0,0.0,0.0,0.0,0.0,1,4,Estribor,0.0
1271,Earth,0,TRAPPIST-1e,14.0,0,1489.0,2.0,126.0,460.0,72.0,0,4,Estribor,2149.0
1272,Earth,0,PSO J318.5-22,42.0,0,491.0,106.0,8.0,202.0,0.0,0,4,Estribor,807.0
1273,Earth,1,PSO J318.5-22,19.0,0,0.0,0.0,0.0,0.0,0.0,0,4,Estribor,0.0
1274,Earth,0,TRAPPIST-1e,22.0,0,0.0,0.0,0.0,0.0,0.0,0,1,Babor,0.0
1275,Mars,0,TRAPPIST-1e,31.0,0,43.0,782.0,1.0,660.0,0.0,0,1,Babor,1486.0
1276,Mars,0,TRAPPIST-1e,10.0,0,0.0,0.0,0.0,0.0,0.0,1,4,Estribor,0.0
1277,Mars,0,TRAPPIST-1e,39.0,0,1535.0,0.0,340.0,0.0,723.0,0,4,Estribor,2598.0
1278,Mars,1,TRAPPIST-1e,41.0,0,0.0,0.0,0.0,0.0,0.0,1,4,Estribor,0.0
1279,Mars,0,TRAPPIST-1e,0.0,0,0.0,0.0,0.0,0.0,0.0,1,4,Estribor,0.0
1280,Earth,1,PSO J318.5-22,22.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Babor,0.0
1281,Earth,0,TRAPPIST-1e,21.0,0,0.0,39.0,0.0,310.0,539.0,0,1,Estribor,888.0
1282,Mars,1,TRAPPIST-1e,40.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Estribor,0.0
1283,Earth,0,TRAPPIST-1e,25.0,0,0.0,997.0,0.0,0.0,0.0,1,1,Estribor,997.0
1284,Earth,0,TRAPPIST-1e,23.0,0,0.0,1268.0,0.0,119.0,2.0,0,1,Estribor,1389.0
1285,Europa,0,55 Cancri e,33.0,0,77.0,2381.0,0.0,3656.0,150.0,0,2,Estribor,6264.0
1286,Europa,1,TRAPPIST-1e,20.0,0,0.0,0.0,0.0,0.0,0.0,1,2,Estribor,0.0
1287,Earth,1,55 Cancri e,40.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Babor,0.0
1288,Earth,1,TRAPPIST-1e,27.0,0,0.0,0.0,0.0,0.0,0.0,0,1,Babor,0.0
1289,Earth,0,TRAPPIST-1e,21.0,0,965.0,0.0,23.0,3.0,0.0,0,1,Estribor,991.0
1290,Mars,0,TRAPPIST-1e,25.0,0,591.0,466.0,0.0,0.0,0.0,0,1,Babor,1057.0
1291,Earth,0,TRAPPIST-1e,2.0,0,0.0,0.0,0.0,0.0,0.0,0,2,Estribor,0.0
1292,Earth,0,TRAPPIST-1e,19.0,0,0.0,3.0,946.0,0.0,0.0,0,2,Estribor,949.0
1293,Earth,1,TRAPPIST-1e,41.0,0,0.0,0.0,0.0,0.0,0.0,0,1,Babor,0.0
1294,Europa,0,TRAPPIST-1e,43.0,0,0.0,2801.0,537.0,42.0,144.0,1,1,Babor,3524.0
1295,Earth,0,TRAPPIST-1e,19.0,0,245.0,41.0,550.0,0.0,0.0,0,2,Babor,836.0
1296,Earth,0,TRAPPIST-1e,22.0,0,926.0,0.0,0.0,0.0,78.0,1,2,Babor,1004.0
1297,Earth,0,TRAPPIST-1e,16.0,0,0.0,30.0,0.0,769.0,4.0,0,1,Estribor,803.0
1298,Europa,0,55 Cancri e,42.0,0,0.0,21.0,0.0,2735.0,3604.0,0,1,Estribor,6360.0
1299,Earth,1,PSO J318.5-22,20.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Estribor,0.0
1300,Earth,0,Destino desconocido,35.0,0,0.0,1125.0,429.0,0.0,55.0,0,1,Estribor,1609.0
1301,Europa,1,TRAPPIST-1e,53.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Estribor,0.0
1302,Earth,0,TRAPPIST-1e,17.0,0,21.0,0.0,690.0,260.0,5.0,0,5,Estribor,976.0
1303,Earth,1,TRAPPIST-1e,6.0,0,0.0,0.0,0.0,0.0,0.0,0,5,Estribor,0.0
1304,Earth,0,TRAPPIST-1e,22.0,0,0.0,442.0,0.0,0.0,368.0,1,5,Estribor,810.0
1305,Earth,0,TRAPPIST-1e,41.0,0,338.0,0.0,377.0,2.0,86.0,1,5,Estribor,803.0
1306,Earth,0,Destino desconocido,19.0,0,189.0,510.0,0.0,0.0,0.0,1,5,Estribor,699.0
1307,Origen desconocido,0,TRAPPIST-1e,39.0,0,705.0,3.0,0.0,0.0,0.0,0,1,Babor,708.0
1308,Earth,1,TRAPPIST-1e,23.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Babor,0.0
1309,Mars,0,TRAPPIST-1e,31.0,0,1088.0,0.0,280.0,0.0,0.0,0,1,Babor,1368.0
1310,Earth,1,55 Cancri e,38.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Estribor,0.0
1311,Earth,1,PSO J318.5-22,1.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Babor,0.0
1312,Mars,1,TRAPPIST-1e,13.0,0,0.0,0.0,0.0,0.0,0.0,1,3,Babor,0.0
1313,Mars,0,TRAPPIST-1e,21.0,0,1072.0,79.0,46.0,16.0,0.0,0,3,Babor,1213.0
1314,Mars,0,Destino desconocido,44.0,0,485.0,2.0,210.0,0.0,351.0,0,3,Babor,1048.0
1315,Mars,0,TRAPPIST-1e,36.0,0,42.0,0.0,212.0,151.0,1853.0,0,2,Estribor,2258.0
1316,Mars,0,TRAPPIST-1e,19.0,0,2058.0,0.0,224.0,298.0,19.0,0,2,Estribor,2599.0
1317,Earth,0,TRAPPIST-1e,7.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Estribor,0.0
1318,Earth,0,TRAPPIST-1e,39.0,0,386.0,190.0,0.0,489.0,0.0,0,1,Estribor,1065.0
1319,Earth,0,TRAPPIST-1e,28.0,0,0.0,508.0,334.0,0.0,46.0,1,1,Babor,888.0
1320,Earth,0,TRAPPIST-1e,28.0,0,0.0,0.0,529.0,560.0,60.0,0,1,Estribor,1149.0
1321,Earth,1,55 Cancri e,14.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Babor,0.0
1322,Earth,0,TRAPPIST-1e,18.0,0,0.0,0.0,599.0,59.0,152.0,0,1,Babor,810.0
